Timestamp,ID,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-07-15 20:34:07,44,Male,Kwara,University,Low income,Less than 1 hour,4-6 times a week,Group discussions,Textbooks,Sometimes,No,Always,Helps a lot,Rarely,Always,I performed worse than expected,120 - 200
2024-09-08 07:01:15,45,Female,Bayelsa,No formal education,High income,Less than 1 hour,Never,Listening to lectures,Textbooks,Sometimes,No,Almost always,Hinders a lot,Usually,Never,I performed worse than expected,< 120
2024-08-08 23:55:19,46,Male,Gombe,University,Middle income,2-4 hours,2-3 times a week,Reading notes,Past questions,Never,No,Rarely,Helps a lot,Never,Rarely,I performed better than expected,120 - 200
2024-03-26 08:29:31,47,Male,Borno,No formal education,Middle income,More than 4 hours,Every day,Hands-on practice,Videos,Never,Yes,Rarely,Helps a lot,Sometimes,Often,I performed as expected,> 270
2024-02-23 10:00:49,48,Female,Bauchi,Primary school,High income,More than 4 hours,Once a week,Watching videos,Tutor,Never,No,Sometimes,Helps a lot,Usually,Rarely,I performed worse than expected,< 120
2024-08-03 14:29:09,49,Female,Cross River,No formal education,Middle income,More than 4 hours,Never,Reading notes,Textbooks,Always,Yes,Never,Hinders somewhat,Rarely,Always,I performed as expected,< 120
2024-10-04 04:40:17,50,Female,Oyo,University,Low income,Less than 1 hour,Once a week,Watching videos,Online materials,Often,Yes,Always,Hinders somewhat,Always,Rarely,I performed better than expected,> 270
2024-09-21 07:55:19,51,Female,Bauchi,Primary school,High income,2-4 hours,Never,Hands-on practice,Textbooks,Never,No,Sometimes,Hinders somewhat,Usually,Always,I performed as expected,200 - 270
2024-08-18 04:05:02,52,Male,Kebbi,Secondary school,High income,1-2 hours,2-3 times a week,Reading notes,Textbooks,Never,Yes,Sometimes,Helps a lot,Always,Sometimes,I performed better than expected,200 - 270
2024-07-21 18:15:46,53,Female,Bauchi,Secondary school,High income,2-4 hours,Once a week,Watching videos,Past questions,Never,No,Almost always,Hinders a lot,Sometimes,Sometimes,I performed worse than expected,200 - 270
2024-05-28 06:08:08,54,Female,Kwara,No formal education,High income,1-2 hours,Never,Reading notes,Videos,Sometimes,No,Almost always,Hinders somewhat,Usually,Rarely,I performed as expected,200 - 270
2024-08-16 22:11:11,55,Female,Kebbi,Primary school,High income,1-2 hours,4-6 times a week,Group discussions,Online materials,Never,No,Always,Helps somewhat,Usually,Never,I performed worse than expected,< 120
2024-01-24 03:10:45,56,Female,Enugu,No formal education,Low income,More than 4 hours,2-3 times a week,Group discussions,Textbooks,Often,No,Never,Helps a lot,Sometimes,Rarely,I performed as expected,> 270
2024-08-11 22:51:59,57,Female,Lagos,University,High income,More than 4 hours,Never,Reading notes,Textbooks,Always,No,Always,No impact,Never,Sometimes,I performed as expected,> 270
2024-10-03 18:56:52,58,Female,Zamfara,No formal education,Low income,2-4 hours,Once a week,Hands-on practice,Tutor,Always,Yes,Sometimes,Helps a lot,Usually,Often,I performed worse than expected,> 270
2024-05-26 10:49:29,59,Male,Ogun,Primary school,High income,Less than 1 hour,2-3 times a week,Reading notes,Videos,Rarely,Yes,Almost always,No impact,Usually,Always,I performed worse than expected,120 - 200
2024-03-27 06:53:10,60,Male,Plateau,Primary school,Middle income,1-2 hours,Never,Reading notes,Online materials,Sometimes,No,Always,Helps a lot,Sometimes,Rarely,I performed worse than expected,200 - 270
2024-09-18 14:33:32,61,Male,Kano,Primary school,High income,Less than 1 hour,Only before exams,Reading notes,Past questions,Always,No,Always,Helps somewhat,Usually,Sometimes,I performed as expected,200 - 270
2024-05-02 21:56:51,62,Male,Osun,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Once a week,Watching videos,Past questions,Often,No,Never,Hinders somewhat,Sometimes,Sometimes,I performed worse than expected,120 - 200
2024-08-14 22:51:48,63,Male,Enugu,Secondary school,High income,Less than 1 hour,Once a week,Listening to lectures,Videos,Rarely,Yes,Never,Hinders a lot,Rarely,Rarely,I performed as expected,> 270
2024-01-15 21:32:04,64,Female,Enugu,No formal education,Middle income,1-2 hours,Once a week,Listening to lectures,Past questions,Never,No,Never,Hinders a lot,Never,Never,I performed as expected,> 270
2024-08-01 06:08:16,65,Female,Niger,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Once a week,Reading notes,Past questions,Always,No,Almost always,Helps a lot,Always,Sometimes,I performed worse than expected,200 - 270
2024-07-23 04:09:17,66,Male,Kebbi,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Only before exams,Reading notes,Videos,Often,No,Always,No impact,Never,Never,I performed as expected,> 270
2024-08-18 06:45:01,67,Male,Borno,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,4-6 times a week,Hands-on practice,Past questions,Rarely,Yes,Always,Hinders somewhat,Sometimes,Sometimes,I performed as expected,< 120
2024-07-26 06:53:37,68,Female,Cross River,University,Middle income,2-4 hours,4-6 times a week,Listening to lectures,Online materials,Always,No,Never,Helps somewhat,Never,Often,I performed better than expected,120 - 200
2024-07-17 03:06:39,69,Male,Zamfara,Secondary school,High income,2-4 hours,4-6 times a week,Reading notes,Textbooks,Often,Yes,Always,Helps a lot,Always,Often,I performed as expected,200 - 270
2024-08-27 21:55:13,70,Female,Bayelsa,University,Middle income,Less than 1 hour,4-6 times a week,Hands-on practice,Videos,Sometimes,No,Rarely,Hinders a lot,Never,Never,I performed worse than expected,120 - 200
2024-06-17 22:42:02,71,Female,Sokoto,Primary school,Low income,2-4 hours,Never,Listening to lectures,Tutor,Rarely,No,Rarely,Hinders somewhat,Sometimes,Often,I performed worse than expected,120 - 200
2024-09-04 20:09:16,72,Male,Ogun,No formal education,Middle income,2-4 hours,2-3 times a week,Reading notes,Tutor,Never,No,Rarely,Hinders a lot,Always,Always,I performed worse than expected,> 270
2024-03-27 00:49:38,73,Male,Ogun,University,Low income,Less than 1 hour,4-6 times a week,Watching videos,Past questions,Always,No,Never,Helps somewhat,Usually,Rarely,I performed as expected,> 270
2024-08-22 13:49:16,74,Male,Oyo,Secondary school,Middle income,Less than 1 hour,Every day,Listening to lectures,Tutor,Always,Yes,Never,Helps a lot,Sometimes,Never,I performed worse than expected,200 - 270
2024-03-18 23:36:01,75,Female,Gombe,No formal education,Middle income,2-4 hours,Every day,Watching videos,Online materials,Never,No,Sometimes,Helps somewhat,Usually,Rarely,I performed better than expected,> 270
2024-02-15 22:17:08,76,Female,Taraba,No formal education,Low income,1-2 hours,Every day,Listening to lectures,Tutor,Never,Yes,Sometimes,Hinders a lot,Always,Always,I performed better than expected,> 270
2024-07-31 05:07:35,77,Male,Kano,Secondary school,High income,1-2 hours,Every day,Hands-on practice,Tutor,Never,No,Sometimes,Helps a lot,Always,Never,I performed worse than expected,200 - 270
2024-01-13 01:33:04,78,Male,Nasarawa,No formal education,Low income,More than 4 hours,2-3 times a week,Listening to lectures,Past questions,Sometimes,Yes,Always,Hinders somewhat,Rarely,Often,I performed worse than expected,< 120
2024-02-24 23:24:31,79,Female,Osun,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,4-6 times a week,Group discussions,Textbooks,Always,No,Never,Helps a lot,Always,Often,I performed as expected,120 - 200
2024-07-15 17:00:53,80,Female,Plateau,No formal education,High income,More than 4 hours,Every day,Group discussions,Videos,Rarely,Yes,Never,Hinders somewhat,Never,Sometimes,I performed as expected,120 - 200
2024-06-11 02:22:51,81,Male,Kwara,University,Low income,Less than 1 hour,2-3 times a week,Listening to lectures,Tutor,Sometimes,Yes,Sometimes,Helps somewhat,Usually,Rarely,I performed worse than expected,< 120
2024-01-04 05:58:29,82,Male,Ondo,University,Low income,More than 4 hours,Only before exams,Hands-on practice,Tutor,Often,Yes,Rarely,Hinders a lot,Always,Always,I performed as expected,120 - 200
2024-03-28 12:56:31,83,Female,Edo,Secondary school,Low income,More than 4 hours,Every day,Reading notes,Past questions,Never,No,Never,Helps somewhat,Usually,Rarely,I performed better than expected,< 120
2024-05-07 05:58:45,84,Female,Bauchi,Secondary school,Middle income,2-4 hours,Every day,Watching videos,Textbooks,Rarely,No,Never,No impact,Usually,Rarely,I performed better than expected,> 270
2024-04-05 12:12:18,85,Male,Gombe,Secondary school,Middle income,2-4 hours,Once a week,Reading notes,Tutor,Rarely,Yes,Rarely,Helps a lot,Never,Rarely,I performed better than expected,> 270
2024-08-15 11:37:04,86,Male,Ekiti,No formal education,Middle income,2-4 hours,Never,Reading notes,Videos,Rarely,Yes,Sometimes,Helps a lot,Usually,Often,I performed as expected,> 270
2024-03-03 21:35:13,87,Female,Oyo,Primary school,Low income,Less than 1 hour,Only before exams,Watching videos,Online materials,Sometimes,Yes,Sometimes,Hinders somewhat,Sometimes,Never,I performed better than expected,> 270
2024-07-01 05:10:41,88,Female,Zamfara,Secondary school,High income,1-2 hours,4-6 times a week,Reading notes,Tutor,Always,Yes,Always,Hinders a lot,Always,Rarely,I performed worse than expected,< 120
2024-06-15 20:38:42,89,Female,Kebbi,No formal education,Low income,1-2 hours,2-3 times a week,Listening to lectures,Online materials,Often,Yes,Never,Hinders a lot,Rarely,Always,I performed as expected,> 270
2024-04-12 16:48:15,90,Female,Bayelsa,Primary school,Middle income,2-4 hours,Only before exams,Group discussions,Online materials,Always,No,Never,Helps a lot,Sometimes,Rarely,I performed as expected,120 - 200
2024-10-04 12:17:38,91,Female,Akwa Ibom,Secondary school,Low income,2-4 hours,4-6 times a week,Watching videos,Tutor,Never,Yes,Sometimes,Hinders somewhat,Rarely,Always,I performed better than expected,200 - 270
2024-02-02 21:24:48,92,Male,Kwara,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Never,Watching videos,Textbooks,Rarely,No,Always,Helps a lot,Usually,Sometimes,I performed worse than expected,> 270
2024-05-03 15:33:00,93,Female,Cross River,"Postgraduate(Masters,PhD)",Low income,1-2 hours,4-6 times a week,Listening to lectures,Videos,Never,No,Rarely,Helps somewhat,Usually,Often,I performed as expected,120 - 200
2024-06-24 05:00:35,94,Male,Oyo,Primary school,Low income,More than 4 hours,Only before exams,Watching videos,Online materials,Often,Yes,Almost always,Hinders a lot,Never,Sometimes,I performed as expected,< 120
2024-08-02 07:49:23,95,Male,Oyo,No formal education,Middle income,2-4 hours,4-6 times a week,Group discussions,Textbooks,Rarely,No,Always,Hinders a lot,Sometimes,Often,I performed as expected,< 120
2024-01-04 04:21:49,96,Male,Adamawa,Primary school,Middle income,Less than 1 hour,Once a week,Watching videos,Tutor,Rarely,No,Almost always,Helps a lot,Usually,Sometimes,I performed better than expected,> 270
2024-02-08 08:37:07,97,Male,Imo,No formal education,Middle income,2-4 hours,2-3 times a week,Watching videos,Tutor,Often,Yes,Rarely,Hinders somewhat,Rarely,Sometimes,I performed worse than expected,200 - 270
2024-08-24 13:03:18,98,Male,Cross River,No formal education,Low income,More than 4 hours,Every day,Listening to lectures,Online materials,Always,No,Almost always,No impact,Always,Rarely,I performed worse than expected,< 120
2024-06-14 20:34:26,99,Female,Sokoto,University,Middle income,2-4 hours,Never,Watching videos,Tutor,Always,No,Sometimes,No impact,Always,Always,I performed better than expected,200 - 270
2024-08-21 20:09:11,100,Female,Cross River,"Postgraduate(Masters,PhD)",Low income,1-2 hours,Once a week,Hands-on practice,Past questions,Often,No,Sometimes,Helps somewhat,Sometimes,Always,I performed as expected,120 - 200
2024-09-22 06:32:42,101,Female,Taraba,Primary school,Low income,Less than 1 hour,4-6 times a week,Group discussions,Tutor,Often,Yes,Never,Helps somewhat,Rarely,Never,I performed worse than expected,200 - 270
2024-02-27 14:46:23,102,Male,Katsina,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Only before exams,Watching videos,Videos,Often,Yes,Always,Hinders somewhat,Rarely,Often,I performed as expected,120 - 200
2024-02-06 09:28:05,103,Female,Plateau,Secondary school,Low income,2-4 hours,Never,Watching videos,Videos,Often,Yes,Never,Helps a lot,Always,Sometimes,I performed worse than expected,< 120
2024-05-15 03:17:46,104,Female,Katsina,Secondary school,Low income,1-2 hours,Once a week,Group discussions,Videos,Often,Yes,Rarely,Hinders somewhat,Sometimes,Never,I performed worse than expected,> 270
2024-09-17 17:30:56,105,Female,Enugu,Secondary school,Low income,More than 4 hours,Only before exams,Group discussions,Tutor,Often,No,Always,No impact,Always,Always,I performed better than expected,120 - 200
2024-03-29 12:41:08,106,Female,Enugu,"Postgraduate(Masters,PhD)",Low income,1-2 hours,4-6 times a week,Reading notes,Videos,Never,Yes,Almost always,Hinders a lot,Always,Sometimes,I performed worse than expected,120 - 200
2024-04-22 09:08:03,107,Female,Adamawa,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Once a week,Reading notes,Past questions,Rarely,Yes,Always,No impact,Rarely,Sometimes,I performed better than expected,> 270
2024-06-15 20:32:26,108,Male,Edo,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Never,Hands-on practice,Online materials,Rarely,Yes,Never,Hinders somewhat,Rarely,Rarely,I performed better than expected,200 - 270
2024-08-08 11:11:30,109,Female,Edo,Primary school,Middle income,2-4 hours,Every day,Hands-on practice,Online materials,Rarely,No,Always,Helps somewhat,Always,Often,I performed worse than expected,< 120
2024-07-10 22:25:52,110,Male,Niger,No formal education,Low income,Less than 1 hour,Only before exams,Watching videos,Past questions,Rarely,No,Sometimes,Helps somewhat,Never,Always,I performed worse than expected,200 - 270
2024-06-18 12:18:21,111,Female,Yobe,Secondary school,High income,Less than 1 hour,Every day,Listening to lectures,Videos,Rarely,No,Sometimes,No impact,Usually,Rarely,I performed as expected,> 270
2024-03-07 05:01:36,112,Male,Imo,Secondary school,High income,Less than 1 hour,Every day,Watching videos,Online materials,Sometimes,No,Almost always,Helps a lot,Never,Often,I performed as expected,> 270
2024-08-07 07:51:49,113,Female,Edo,University,High income,2-4 hours,4-6 times a week,Hands-on practice,Textbooks,Often,Yes,Almost always,No impact,Usually,Never,I performed better than expected,120 - 200
2024-09-08 12:31:56,114,Female,Jigawa,No formal education,High income,Less than 1 hour,2-3 times a week,Watching videos,Textbooks,Often,Yes,Sometimes,Hinders somewhat,Rarely,Often,I performed better than expected,200 - 270
2024-04-24 07:48:46,115,Male,Bauchi,"Postgraduate(Masters,PhD)",High income,1-2 hours,Never,Watching videos,Online materials,Rarely,Yes,Rarely,Helps a lot,Usually,Sometimes,I performed as expected,120 - 200
2024-10-06 08:59:21,116,Female,Oyo,Secondary school,High income,More than 4 hours,4-6 times a week,Reading notes,Past questions,Sometimes,No,Rarely,Helps a lot,Always,Often,I performed worse than expected,120 - 200
2024-02-01 18:52:32,117,Male,Kebbi,University,Low income,More than 4 hours,2-3 times a week,Watching videos,Online materials,Sometimes,Yes,Rarely,Helps a lot,Rarely,Always,I performed as expected,> 270
2024-05-24 20:38:20,118,Female,Ekiti,No formal education,Middle income,1-2 hours,Every day,Reading notes,Past questions,Sometimes,Yes,Always,Helps somewhat,Usually,Never,I performed better than expected,200 - 270
2024-06-30 10:32:59,119,Female,Imo,Primary school,High income,More than 4 hours,Once a week,Reading notes,Textbooks,Sometimes,Yes,Almost always,Helps a lot,Usually,Rarely,I performed as expected,120 - 200
2024-03-18 04:09:38,120,Female,Plateau,Primary school,High income,Less than 1 hour,2-3 times a week,Hands-on practice,Videos,Often,Yes,Sometimes,Helps somewhat,Rarely,Sometimes,I performed as expected,200 - 270
2024-07-28 20:22:31,121,Female,Anambra,Primary school,Middle income,Less than 1 hour,4-6 times a week,Listening to lectures,Videos,Rarely,Yes,Never,Helps a lot,Rarely,Always,I performed better than expected,120 - 200
2024-07-12 07:43:53,122,Female,FCT,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,4-6 times a week,Reading notes,Past questions,Always,No,Never,Hinders a lot,Sometimes,Often,I performed better than expected,> 270
2024-05-31 07:56:59,123,Female,Ekiti,No formal education,Middle income,Less than 1 hour,Once a week,Group discussions,Past questions,Often,No,Sometimes,No impact,Never,Always,I performed worse than expected,200 - 270
2024-02-21 23:18:09,124,Female,Yobe,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,4-6 times a week,Reading notes,Tutor,Always,No,Rarely,Helps a lot,Rarely,Rarely,I performed as expected,200 - 270
2024-05-20 20:01:46,125,Male,Bayelsa,Secondary school,Low income,More than 4 hours,Every day,Watching videos,Online materials,Rarely,No,Rarely,Helps somewhat,Sometimes,Often,I performed better than expected,120 - 200
2024-07-19 19:04:55,126,Female,Imo,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Every day,Group discussions,Videos,Rarely,Yes,Almost always,Helps a lot,Sometimes,Often,I performed worse than expected,200 - 270
2024-06-01 02:40:36,127,Male,Kwara,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Every day,Listening to lectures,Textbooks,Always,No,Rarely,Hinders somewhat,Usually,Never,I performed better than expected,> 270
2024-02-29 12:54:10,128,Female,Katsina,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Once a week,Reading notes,Past questions,Rarely,No,Always,No impact,Always,Sometimes,I performed better than expected,< 120
2024-09-24 07:15:28,129,Male,Bauchi,Secondary school,Middle income,1-2 hours,4-6 times a week,Hands-on practice,Videos,Always,No,Never,Hinders somewhat,Usually,Sometimes,I performed as expected,200 - 270
2024-06-24 22:09:12,130,Male,Abia,Primary school,Low income,2-4 hours,2-3 times a week,Group discussions,Past questions,Often,No,Always,Helps a lot,Sometimes,Sometimes,I performed better than expected,< 120
2024-09-12 03:09:42,131,Female,Kogi,University,Low income,2-4 hours,2-3 times a week,Listening to lectures,Online materials,Rarely,No,Always,Helps a lot,Never,Never,I performed worse than expected,< 120
2024-06-01 23:56:07,132,Male,Enugu,Primary school,High income,1-2 hours,Every day,Hands-on practice,Tutor,Sometimes,Yes,Almost always,Helps somewhat,Sometimes,Often,I performed worse than expected,120 - 200
2024-02-14 04:20:33,133,Female,Enugu,Secondary school,Low income,More than 4 hours,2-3 times a week,Hands-on practice,Online materials,Always,No,Almost always,Helps somewhat,Sometimes,Never,I performed better than expected,120 - 200
2024-07-24 21:41:09,134,Male,Enugu,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Every day,Listening to lectures,Past questions,Often,No,Rarely,Helps a lot,Usually,Always,I performed better than expected,200 - 270
2024-04-24 14:01:08,135,Female,Bayelsa,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Once a week,Reading notes,Tutor,Always,No,Almost always,Helps somewhat,Never,Sometimes,I performed better than expected,< 120
2024-06-12 15:47:12,136,Female,Katsina,Secondary school,Low income,1-2 hours,Never,Watching videos,Textbooks,Never,Yes,Rarely,Hinders a lot,Always,Sometimes,I performed as expected,200 - 270
2024-05-13 15:11:20,137,Male,Benue,University,Middle income,1-2 hours,Only before exams,Reading notes,Online materials,Rarely,No,Almost always,Hinders somewhat,Always,Sometimes,I performed as expected,> 270
2024-02-06 12:28:07,138,Female,Anambra,Primary school,High income,2-4 hours,Once a week,Group discussions,Online materials,Rarely,No,Always,Hinders somewhat,Usually,Always,I performed worse than expected,120 - 200
